use_image,retrieved_docs_count,use_few_shot,query_id,user_query,generated_question,generated_answer,citations,citation_1_text,citation_2_text,citation_3_text,citation_4_text,damerau_levenshtein_sim,jaro_winkler_sim
True,4,True,01JF77GKQ0PB7WT5MP3B55Q5HE,Can you provide practice problems on solving simultaneous equations using elimination?,"Solve the simultaneous equations:

\[ 5x + 3y = 12 \]
\[ 3x - 4y = -5 \]","x=3,y=-1","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a,674dcdccb00b977d048c932b,674dce19b00b977d048c93a1",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",(b) Solve the simultaneous equations and hence find the area of triangle ABC.,Solve the simultaneous equations: \( 4x + 7y = 23 \) and \( 6x - 2y = 3 \).,0.467521945846856,0.27316437849081554
True,4,True,01JF77H67DSJ1FHBCR8FQR1CCY,Do you have any sample questions on elimination method for simultaneous equations?,Solve the simultaneous equations using the method of elimination:\[ 5x + 3y = 9 \] \[ 3x - 2y = 4 \],"x=\frac{30}{19},y=\frac{7}{19}","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a,674dcdccb00b977d048c932b,674dce19b00b977d048c93a1",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",(b) Solve the simultaneous equations and hence find the area of triangle ABC.,Solve the simultaneous equations: \( 4x + 7y = 23 \) and \( 6x - 2y = 3 \).,0.5800970873786407,0.25623840056678
True,4,True,01JF77H22BEG7MJ97SWHS56P97,Where can I find practice questions on solving equations by elimination?,"Solve the simultaneous equations:
\[ 5x - 3y = 19 \]
\[ -2x + 8y = -14 \]","x=\frac{55}{17},y=-\frac{16}{17}","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a,674dcdccb00b977d048c932b,674dce19b00b977d048c93a1",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",(b) Solve the simultaneous equations and hence find the area of triangle ABC.,Solve the simultaneous equations: \( 4x + 7y = 23 \) and \( 6x - 2y = 3 \).,0.49122057598384233,0.2787039457454974
True,4,True,01JF77HEFKRP4Z2CFK8KTV1E9T,Can you provide practice problems on evaluating algebraic formulas?,Rearrange the equation \( \frac{p}{x+2} = \frac{q}{3x} \) to make \( x \) the subject.,\(x=\frac{2q}{3p-q}\),674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,,0.7790697674418605,0.37181143576492415
True,4,True,01JF77HC4ND761PHVGC4ZVEW6C,Could you give me some problems to practice solving simultaneous equations by elimination?,"Solve the simultaneous equations:
\[ 3x - 5y = 12 \]
\[ 4x + 3y = -6 \]","x=\frac{6}{29},y=-\frac{330}{145}","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a,674dcdccb00b977d048c932b,674dce19b00b977d048c93a1",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",(b) Solve the simultaneous equations and hence find the area of triangle ABC.,Solve the simultaneous equations: \( 4x + 7y = 23 \) and \( 6x - 2y = 3 \).,0.4732442487689196,0.2711377688161193
True,4,True,01JF77HPYPZB9SVMJQV897X3QY,Where can I find practice questions on evaluating formulas?,"Rearrange this equation to make \( x \) the subject:
\[
\frac{c}{3x + 5} = \frac{d}{4x^2}
\]",\(x=\frac{3d\pm\sqrt{9d^2+80cd}}{8c}\),674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,,0.7934782608695652,0.39553140096618356
True,4,True,01JF77HM1E2K31NM1MCAD2YPP0,I need exercises involving evaluating algebraic expressions; can you help?,"Rearrange this equation to make \( y \) the subject.

\[
\frac{c}{3y+2} = \frac{d}{4y}
\]",\(y=\frac{2d}{4c-3d}\),674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,,0.797752808988764,0.44210834941172017
True,4,True,01JF77J6B3FAC9802CTKD66ZAN,Do you have any sample questions on evaluating algebraic equations?,Rearrange the equation \( \frac{c}{3x+5} = \frac{d}{4x} \) to make \( x \) the subject.,\(x=\frac{5d}{4c-3d}\),"674dcdb5b00b977d048c931d,674dce18b00b977d048c939f","Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.","Given \( a = 2bv + xk \), find \( x \) when \( a = 2 \), \( b = 3 \), \( v = -4 \), and \( k = 5 \).",,,0.7758045977011494,0.43336268363144625
True,4,True,01JF77J6Z810CWER4Z8J9PRKDK,Could you give me some problems to practice evaluating algebraic formulas?,"Rearrange the equation to make \( y \) the subject:

\[ \frac{m}{3y+4} = \frac{n}{6y} \]",y=\frac{4n}{6m-3n},674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,,0.7840909090909091,0.43649675045023884
True,4,True,01JF77K55N4ANY3WXGNG7Y2V9V,What is the Fibonacci sequence used for in real life?,"Sarah has 180 bananas, 240 grapes, and 300 peaches, which she wants to divide equally into gift boxes.\n\n(i) What is the largest possible number of gift boxes Sarah can make?\n\n(ii) State the number of each fruit in a gift box.","60giftboxes,3bananas,4grapes,5peachesperbox","674dcda1b00b977d048c9309,674dcda0b00b977d048c9308",(ii) State the number of each fruit in a fruit basket.,"Mary needs to pack 210 oranges, 252 apples and 294 pears into identical fruit baskets. (i) What is the largest possible number of fruit baskets that can be packed?",,,0.7074235807860263,0.36007770498103675
