use_image,retrieved_docs_count,use_few_shot,query_id,user_query,generated_question,generated_answer
FALSE,4,FALSE,01JEQCE710VC6RJZFCJGNJTZ1V,"Can you provide practice problems on finding the mean, median, and mode?","John is analyzing the exam scores of six students in a mathematics class. He found that the median score is 75, the mode is 72, and the average score is 78. If the range of the scores is 18, determine the six scores.","Thesixscoresare72,72,75,75,84,90."
FALSE,4,FALSE,01JEQCEVYXAGYNKZ3R1SNPW0D7,"Do you have any sample questions on finding mean, median, and mode?","A teacher recorded the scores of 7 students in a mathematics test. The median score was 57, and the mode was 55. The mean score came out to be 60. Due to an error, each score was recorded as 2 points more than the actual score. Calculate the actual mean, median, and mode of the test scores.","Mean=58,Median=55,Mode=53"
FALSE,4,FALSE,01JEQCF177T4DNWG3G8SBCTRGN,"Could you give me some problems to practice calculating mean, median, and mode?","Emily surveyed 6 female students and noted their ages. The median age was initially recorded as 19 years, with an interquartile range of 5 years. However, it was later discovered that each recorded age was 2 years too high. Determine the corrected values for the median age and the interquartile range.","Thecorrectedmedianageis17years,andtheinterquartilerangeremains5years."
FALSE,4,FALSE,01JEQCE7VKZ57K3NZEFKXJQE36,"I need exercises involving calculating mean, median, and mode; can you help?","Jasmine is analyzing the monthly temperatures (in °C) recorded in her city over the past five months. The median temperature recorded is 22°C, the mode is 21°C, and the mean temperature is 24°C. Additionally, the range of these temperatures is 6°C. Determine the five temperatures recorded.","21,21,22,25,27"
FALSE,4,FALSE,01JEQCECYS4VJBGEDJTVCPFREJ,"Where can I find practice questions on mean, median, and mode?","Question: A group of athletes recorded their running times (in minutes) for a 5 km race. The median time was 22 minutes, the mode was 20 minutes, and the mean time was 23 minutes. If the range of the times was 7 minutes, determine the five recorded times.","16,20,22,24,27"
FALSE,4,FALSE,01JEQCFAPNPHB1XZS9QCAGQ769,I need exercises involving angle properties in circle geometry; can you help?,"In a circle with center O, points P, Q, R, and S lie on the circumference. Line PT and QT are tangents to the circle at points P and Q, respectively. Given that \( \angle POR = 130^\circ \) and \( \angle TPQ = 36^\circ \), calculate (a) \( \angle PRQ \) and (b) \( \angle PSQ \). Validate if line OR is parallel to line PQ, providing your reasoning.","\anglePRQ=65^\circ,\anglePSQ=50^\circ.ORisnotparalleltoPQas\(130^\circ\neq36^\circ\)."
FALSE,4,FALSE,01JEQCF9MW883X1PCNP4BY10BY,Can you provide practice problems on applying angle properties of circles?,"Points W, X, Y, and Z lie on a circle with center O. WQ is a tangent to the circle at W, and YQ is a tangent to the circle at Y. \angle WOY = 158^\circ and \angle ZWQ = 48^\circ. (a) Find the value of (i) \angle WZY, (ii) \angle WXY. (b) Are the lines OY and WZ parallel? Justify your answer.","(i)\angleWZY=101^\circ,(ii)\angleWXY=48^\circ.(b)No,OYisnotparalleltoWZ."
FALSE,4,FALSE,01JEQCFDE6KDEDTKFM0N2TXSSA,Where can I find practice questions on angles in circles?,"Consider a circle with center O, and points E, F, G, and H on the circle. ET is a tangent to the circle at E, and HT is a tangent to the circle at H. Given \( \angle EOF = 156^\circ \) and \( \angle GET = 30^\circ \). (a) Determine the measure of (i) \( \angle EGH \), (ii) \( \angle EHF \). (b) Discuss whether ET is parallel to GH, providing reasons based on the properties of the circle and angles involved.","(i)\(\angleEGH=78^\circ\),(ii)\(\angleEHF=24^\circ\).ETisnotparalleltoGH."
FALSE,4,FALSE,01JEQCFPRNZJF62MJK1PTYBSWH,Do you have any sample questions on angle properties of circles?,"Consider a circle with center O and points E, F, G, and H on the circumference. EP is a tangent to the circle at E, and FP is a tangent to the circle at F. The angle \( \angle EOF = 128^\circ \) and \( \angle GEP = 34^\circ. \) (a) Determine the measure of (i) \( \angle EGH \), (ii) \( \angle EHF. \) (b) Is EF parallel to GH? Discuss your reasoning.","(a)(i)\(64^\circ\),(ii)\(34^\circ\).(b)EFisnotparalleltoGH."
FALSE,4,FALSE,01JEQCGQGPG1F75N9T66XSHZ5F,Can you provide practice problems on applying rates in real-world contexts?,A car travels at a constant speed of 80 km/h for 45 minutes. Calculate the distance the car travels during this time. Express your answer in kilometers.,60km
FALSE,4,FALSE,01JEQCGD32J39M00AED8ZQE4DW,Could you give me some problems to practice applying angle properties in circles?,"In a circle with center O, let points W, X, Y, and Z lie on the circumference. The line segment WY is a diameter of the circle. A tangent line at W intersects a tangent line at X at point M outside of the circle. \angle WXZ = 105^\circ. (a) Calculate (i) \angle WYZ (ii) \angle WMX. (b) Verify whether the line XY is perpendicular to MZ, providing justification.","(a)(i)\angleWYZ=90^\circ,(ii)\angleWMX=75^\circ.(b)Yes,XYisperpendiculartoMZas\angleXYM=90^\circ."
FALSE,4,FALSE,01JEQCH375R8Q1R0WVTCRY0YZN,Where can I find practice questions on rates in practical situations?,"Lisa has a car that consumes 7.5 liters of fuel per 100 kilometers. If she bought 40 liters of fuel, how many kilometers can she travel before running out of fuel? Assume she travels at a constant speed.",533kilometers
FALSE,4,FALSE,01JEQCHB6MZ8TM3P4ZDGY5VBNC,Could you give me some problems to practice rates in real-world contexts?,"An object starts from rest and accelerates uniformly. After 12 seconds, it reaches a speed of 24 m/s. During this time, it travels a total distance. Calculate the total distance travelled by the object in those 12 seconds.",144meters
FALSE,4,FALSE,01JEQCHE7RG12KT52B0CZN3YT6,Can you provide practice problems on finding the probability of single events?,"A jar contains 50 candies: 12 are chocolate-flavored, 18 are vanilla-flavored, and 20 are strawberry-flavored. If one candy is drawn at random, what is the probability that the candy is not strawberry-flavored? Provide your answer in its simplest form.",\(\frac{3}{5}\)
FALSE,4,FALSE,01JEQCH353Y4F31BQZ621SF5F8,I need exercises involving real-world rate applications; can you help?,"Liam drove from his home to a nearby city, which is 83 kilometers away. On his return trip, he encountered heavy traffic and could only travel at 55 kilometers per hour, making the return journey take 3 hours. Calculate Liam’s average speed for the entire trip, going to and returning from the city, rounded to the nearest whole number in km/h.",42km/h
FALSE,4,FALSE,01JEQCH4BN92CW4VZY4G26C0RM,Do you have any sample questions on applying rates to real-life problems?,"A car travels a distance with varying speed. During the first 5 seconds, it accelerates uniformly from rest to 20 m/s. Then, it maintains a constant speed for the next 5 seconds. After that, it decelerates uniformly to rest in another 5 seconds. Calculate the total distance traveled by the car in the first 15 seconds.",200meters.
FALSE,4,FALSE,01JEQCHSMAWYMCTJVK1A7K5HRF,I need exercises involving probability of single events; can you help?,"A box contains 12 red marbles, 8 blue marbles, and 10 green marbles. A marble is randomly selected and not replaced. What is the probability of picking a red marble followed by a blue marble, and express your answer in simplest form?",\frac{16}{145}
FALSE,4,FALSE,01JEQCHZJD7WAYKG4J2FYA3615,Could you give me some problems to practice finding probability of single events?,"A box contains 25 red apples, 15 green apples, and 10 yellow apples. An apple is selected at random from the box. Calculate the probability that the apple selected is not red. Express your answer as a fraction in the simplest form.",\(\frac{1}{2}\)
FALSE,4,FALSE,01JEQCHY8JWVTZZNB2AGR8AG5Z,Where can I find practice questions on basic probability?,"In a jar, there are 50 marbles consisting of 18 red marbles, 22 blue marbles, and 10 green marbles. A marble is picked at random from the jar. What is the probability that the marble is not blue? Express your answer in its simplest form.",\(\frac{14}{25}\)
FALSE,4,FALSE,01JEQCHYT5ZDXHZQ78X7GR7XKV,Do you have any sample questions on calculating probabilities of single events?,A box contains cards numbered consecutively from 1 to 50. A card is selected at random without replacement. Calculate the probability that the selected card leaves a remainder of 3 when divided by 5.,\(\frac{1}{5}\)
FALSE,4,FALSE,01JEQCJBFVJDF2AHJE72E0XBNT,Where can I find practice questions on solving equations by elimination?,"Two friends, Marco and Paula, were collecting leaves in the park. Marco collected a total of 3 large bags and 8 small bags, which together weighed 34 kg. Paula collected 5 large bags and 4 small bags, weighing a total of 30 kg. Find the weight of one large bag and one small bag using simultaneous equations.","Largebagweight,L=\frac{26}{7}kg;Smallbagweight,S=\frac{20}{7}kg."
FALSE,4,FALSE,01JEQCJ9Q3NK4PGKTSPM2E45DH,I need exercises involving elimination method for simultaneous equations; can you help?,Question: Find the values of \( x \) and \( y \) that satisfy the following simultaneous equations: \( 5x + 4y = 12 \) and \( 3x + 10y = 27 \).,"\(x=\frac{12}{19},y=\frac{99}{38}\)"
FALSE,4,FALSE,01JEQCJGQYGH0YRCQFZHSD1AP3,Do you have any sample questions on elimination method for simultaneous equations?,Question: Solve the simultaneous equations \( 5x - 3y = 11 \) and \( 4x + 5y = 19 \).,"x\approx3.03,y\approx0.89"
FALSE,4,FALSE,01JEQCJXWYMPCXHVJ837NVN0GS,Could you give me some problems to practice solving simultaneous equations by elimination?,"At a market, two types of fruit baskets are sold. A small fruit basket contains 3 apples and 5 oranges, while a large fruit basket contains 7 apples and 2 oranges. If the market sold 10 small baskets and 5 large baskets, and a total of 65 apples and 40 oranges were sold, find how many apples and oranges are in each type of basket.",3applesand5orangesinasmallbasket;7applesand2orangesinalargebasket.
FALSE,4,FALSE,01JEQCKAQKHXTCQZFVFQ91CYZH,I need exercises involving evaluating algebraic expressions; can you help?,"If the expression \( c = dmk + 2n \) holds true, determine \( n \) when \( c = 32 \), \( d = 2 \), \( m = -3 \), and \( k = 3 \).",n=25
FALSE,4,FALSE,01JEQCK4HF1BJFGF06GE0210GX,Can you provide practice problems on evaluating algebraic formulas?,"Given the equation \( q = 3py + zr \), determine the value of \( z \) when \( q = 10 \), \( p = -2 \), \( y = 4 \), and \( r = 6 \).",\(z=\frac{17}{3}\)
FALSE,4,FALSE,01JEQCKYT04FXBY4QFMH53VKFF,Could you give me some problems to practice evaluating algebraic formulas?,"Find the value of \( y \) in the equation \( c = 3dy + xz \) when \( c = -1 \), \( d = 2 \), \( x = -3 \), and \( z = 7 \).",\frac{10}{3}
FALSE,4,FALSE,01JEQCKY0SDNXQSHENRDM67C6Z,Where can I find practice questions on evaluating formulas?,"Question: Given \( c = 3dm - yj \), determine \( y \) when \( c = 15 \), \( d = 4 \), \( m = 7 \), and \( j = 2 \).",\(y=34.5\)
FALSE,4,FALSE,01JEQCKYHBG6VZ35305E048P81,Do you have any sample questions on evaluating algebraic equations?,"Solve for \( y \) in the equation \( 3(a + 4c) = 5y - 6b \), given \( a = 8 \), \( b = 2 \), and \( c = 3 \).",\(y=\frac{72}{5}\)
TRUE,4,FALSE,01JEQCMFX0YX5PGAZEV3M9PRK3,Can you provide practice problems on multiplying two matrices?,Consider the matrices \( A = \begin{pmatrix} 2 & 0 \\ 1 & 3 \end{pmatrix} \) and \( B = \begin{pmatrix} 4 & -1 \\ 2 & 5 \end{pmatrix} \). Find the product of the matrices \( C = AB \).,\(C=\begin{pmatrix}8&-2\\10&14\end{pmatrix}\)
TRUE,4,FALSE,01JEQCMH6E725F0BTRMXVV20K4,I need some exercises involving matrix multiplication; can you help?,"You are given two matrices \( A \) and \( B \):
\[ A = \begin{pmatrix} 2 & 3 \\ 1 & 4 \end{pmatrix}, \quad B = \begin{pmatrix} 5 & 1 \\ 2 & 6 \end{pmatrix} \]
Calculate the product \( C = A \times B \).",\(C=\begin{pmatrix}16&20\\13&25\end{pmatrix}\)
TRUE,4,FALSE,01JEQCMPS5S5D3HJ14E1MDGPZ0,Where can I find practice questions on multiplication of matrices?,"Consider two matrices \( A \) and \( B \) where:
\[
A = \begin{pmatrix} 2 & 4 \\ 1 & 3 \end{pmatrix}, \quad B = \begin{pmatrix} 1 & 0 \\ 5 & 2 \end{pmatrix}
\]
Calculate the product of the matrices \( L = A \times B \).",L=\begin{pmatrix}22&8\\16&6\end{pmatrix}
TRUE,4,FALSE,01JEQCN1MGF00ATC2KE98GNVZT,Do you have any sample questions on multiplying two matrices?,"Consider two matrices \( A \) and \( B \) given by: 

\[ A = \begin{pmatrix} 4 & 0 \\ 1 & -1 \end{pmatrix} \quad \text{and} \quad B = \begin{pmatrix} 2 & 3 \\ -1 & 5 \end{pmatrix}. \]

Calculate the product \( C = AB \).",\(C=\begin{pmatrix}8&12\\3&-2\end{pmatrix}\)
TRUE,4,FALSE,01JEQCNEHAJC7GJMG3QDYEH5MA,"I need exercises involving calculating mean, median, and mode; can you help?","Karina has the following set of five positive integers. The median is 9, the mode is 6, and the mean is 12. The range of these numbers is 18. Determine all five numbers.","6,6,9,15,24"
TRUE,4,FALSE,01JEQCN8VHFGMM7NP68WTB9YRP,Could you give me some problems to practice matrix multiplication?,"Suppose a bookstore is offering a 15% discount on all books while an online retailer offers a 5% discount. The original prices for three books are given by the matrix 
\[ R = \begin{pmatrix} 30 \\ 50 \\ 25 \end{pmatrix} \]
where each entry represents the price of a book. Write down a matrix \( D \), such that the product of \( D \) and \( R \) would give the discounted prices at the bookstore and the online retailer respectively. Then, find the product of the matrices \( D \) and \( R \).",\begin{pmatrix}25.5\\47.5\\23.75\end{pmatrix}
TRUE,4,FALSE,01JEQCN94YCPTW4KRH8XFDG67W,"Can you provide practice problems on finding the mean, median, and mode?","Lisa has recorded six positive integers. The median of these numbers is 10, the mode is 12, and the mean is 11. The range of these numbers is 14.\nFind the six numbers.","6,8,10,10,12,20"
TRUE,4,FALSE,01JEQCP11TGQ5PN570VR160D88,"Do you have any sample questions on finding mean, median, and mode?","Tristen has written seven positive integers. The median of these numbers is 10, the mode is 9, and the mean is 11. The range of these numbers is 15.\nFind the seven numbers.","6,9,9,10,10,15,21"
TRUE,4,FALSE,01JEQCNWZRG2ZN94C0C2ZXVJ5H,"Where can I find practice questions on mean, median, and mode?","Emma has written six positive integers. The median of these numbers is 10, the mode is 9, and the mean is 12. The range of these numbers is 17. Find the six numbers.","8,9,9,10,12,25"
TRUE,4,FALSE,01JEQCPCFGT0ABQ4JTDVYMCMXM,"Could you give me some problems to practice calculating mean, median, and mode?","Alex has recorded the heights of five students. The heights form the set \{150, 155, 160, h, 165\}. Given that the median height is 160 cm, the mode is 155 cm, and the mean is 159 cm, find the value of \(h\) and list the five heights in order.","h=155.Theheightsare\{150,155,155,160,165\}."
TRUE,4,FALSE,01JEQCQ084G6K2HXJZ0VTYY1AD,Can you provide practice problems on applying angle properties of circles?,"In the given circle with center $O$, the points $P$, $Q$, $R$, and $S$ are on the circumference. The line $PQ$ is a tangent to the circle at $Q$.

(a) If the angle $POR$ is $120^\circ$, calculate the size of the angle $PSQ$.

(b) Prove that the line $PR$ is parallel to the tangent $QS$.","(a)60^\circ,(b)PRisparalleltoQSbecause$\anglePSQ=\anglePRS=60^\circ$suggeststheyarealternateangles."
TRUE,4,FALSE,01JEQCQAHQY0K84T4BXQNWWE9Q,I need exercises involving angle properties in circle geometry; can you help?,"In the diagram, consider a circle with center O. Chords AD and BC intersect at E inside the circle. Given \( \angle AEB = 50^\circ \) and \( \angle CED = 70^\circ \), find \( \angle BAC \).",60^\circ
TRUE,4,FALSE,01JEQCQDRERDZPAR7A0HVPDEB0,Where can I find practice questions on angles in circles?,"In the diagram, P, Q, R, and S lie on a circle with center O. PQ is a tangent to the circle at P, and RS is a tangent to the circle at R. \( \angle POQ = 150^\circ \) and \( \angle QRS = 35^\circ \).\n\n(a) Find the value of \( \angle PRS \).\n\n(b) Determine whether line OR is parallel to line PQ. Explain your answer.",\(\anglePRS=105^\circ\);ORisnotparalleltoPQ.
TRUE,4,FALSE,01JEQCQNRPK5HQXPHVE1XYF1E7,Could you give me some problems to practice applying angle properties in circles?,"The diagram shows a circle with center $O$. $PQ$ is a tangent to the circle at $P$. $R$ is a point on the circle such that $OR$ is a radius. The line $PQ$ intersects the line $OR$ at $Q$. If angle $OPQ = 36^\circ$ and angle $OQP = 54^\circ$, find angle $RPQ$.",36^\circ
TRUE,4,FALSE,01JEQCQK2ZRQ4PTHG9NZY6XTD3,Do you have any sample questions on angle properties of circles?,"Consider a circle with center \( O \), and points \( E, F, G \), and \( H \) on its circumference. \( EF \) and \( GH \) are tangents to the circle at points \( E \) and \( H \) respectively. The angle \( EOG \) at the center of the circle measures \( 160^\circ \), and \( \angle GEF = 45^\circ \). 

(a) Calculate the angle \( EGH \).

(b) Prove that triangle \( EOF \) is similar to triangle \( GOH \) and explain the reason for the similarity.","AngleEGH=125^\circ,\triangleEOF\sim\triangleGOHbyAAsimilarity."
TRUE,4,FALSE,01JEQCRA83S18DXQH5805BYG1Y,I need exercises involving real-world rate applications; can you help?,An airplane accelerates uniformly from rest at a rate of 3 m/s^2. Determine the distance covered by the airplane after 15 seconds.,337.5m
TRUE,4,FALSE,01JEQCR60WHN9MKK5ZYFG4NN1S,Can you provide practice problems on applying rates in real-world contexts?,"(a) Determine the velocity of a car after 4 seconds if it accelerates uniformly from rest at a rate of 3 m/s^2.

(b) Calculate the total distance traveled by the car in the first 4 seconds.",(a)Velocityafter4seconds:12m/s(b)Distancetraveled:24m
TRUE,4,FALSE,01JEQCRED93Y1YZ2QP6CJ5DWR9,Where can I find practice questions on rates in practical situations?,"(a) A car accelerates uniformly from rest to a speed of 30 m/s in 6 seconds. Calculate the acceleration of the car.

(b) Determine the total distance covered by the car in the first 6 seconds.",(a)Acceleration:5m/s^2(b)Distance:90m
TRUE,4,FALSE,01JEQCS0CV25SXJ6VV1QBV9PDW,Can you provide practice problems on finding the probability of single events?,"A jar contains 25 red marbles, 10 green marbles, and 15 blue marbles. A marble is chosen at random from the jar and then replaced. \[ \text{(i)} \] Find the probability of picking a red marble, express your answer as a fraction in lowest terms.",\frac{1}{2}
TRUE,4,FALSE,01JEQCRVV2Q1S8Q15X7RF1H1FJ,Could you give me some problems to practice rates in real-world contexts?,"(a) A car accelerates from rest at a constant rate. If the velocity of the car at time \( t = 8 \) seconds is \( 48 \, \text{m/s} \), find the acceleration. 

(b) Calculate the total distance the car travels in the first 20 seconds.","(a)Acceleration:6\,\text{m/s}^2(b)Distancetravelled:1200\,\text{m}"
TRUE,4,FALSE,01JEQCRSRZGVZ021WN3766039P,Do you have any sample questions on applying rates to real-life problems?,"A car accelerates uniformly from rest to a speed of 30 m/s in 6 seconds. After reaching this speed, it maintains constant speed for 10 seconds. 
(a) Calculate the acceleration during the first 6 seconds.
(b) Determine the total distance covered during the entire 16 seconds.",\(a=5\text{m/s}^2\);totaldistance:330m.
TRUE,4,FALSE,01JEQCSBSCJ029DC9AYS7TPS9A,I need exercises involving probability of single events; can you help?,"A jar contains 25 red marbles, 35 blue marbles, and 10 yellow marbles. A marble is randomly selected from the jar and then replaced. \( \text{\,(a)\,} \) Find the probability of not picking a red marble, and express your answer in the lowest terms.",\(\frac{9}{14}\)
TRUE,4,FALSE,01JEQCSKZSMHP0077W1YFAJTT7,Do you have any sample questions on calculating probabilities of single events?,"A box contains 25 red balls, 35 blue balls, and 40 white balls. A ball is drawn randomly from the box and then replaced. \( i \) Find the probability of not picking a white ball, and express your answer as a fraction in simplest form.",\(\frac{3}{5}\)
TRUE,4,FALSE,01JEQCSHC5T1C6TDK2CJTBGAHB,Where can I find practice questions on basic probability?,"A box contains 50 red balls, 25 blue balls, and 15 yellow balls. A ball is picked at random from the box, and then it is replaced back. What is the probability that the ball picked is not red? Express your answer in simplest form.",\(\frac{4}{9}\)
TRUE,4,FALSE,01JEQCSTPCAXEJGA447ZPXNF31,Could you give me some problems to practice finding probability of single events?,"A jar contains 50 red marbles, 25 blue marbles, and 15 yellow marbles. A marble is chosen at random from the jar and then replaced.\n\n(i) Find the probability of picking a red marble, express your answer to the lowest term.",\frac{5}{9}
TRUE,4,FALSE,01JEQCSYDY1CYJBW9B3KQCE1CY,Can you provide practice problems on solving simultaneous equations using elimination?,"Solve the simultaneous equations:
\[ 3x + 5y = -14 \]
\[ 4x - 3y = 10 \]
You must show your working.","x=2,y=-4"
TRUE,4,FALSE,01JEQCT8VWY2065RR8N9NAYS6R,Where can I find practice questions on solving equations by elimination?,"Solve the simultaneous equations.

\[ 3x + 5y = -14 \]
\[ 5x - 4y = 9 \]
You must show your working.","x=\frac{-11}{37},y=\frac{-511}{185}"
TRUE,4,FALSE,01JEQCT5Q0E4R72JM4XT4Z21CN,I need exercises involving elimination method for simultaneous equations; can you help?,"Solve the simultaneous equations using the elimination method:
\[ 3x + 5y = -1 \]
\[ 4x - 3y = 19 \]","x=4,y=\frac{-13}{5}"
TRUE,4,FALSE,01JEQCTPYRSDQ93YV3P3TFZWWW,Do you have any sample questions on elimination method for simultaneous equations?,Solve the simultaneous equations:  \[ 3x + 5y = -11 \]  \[ 9x - 3y = 12 \]  using the method of elimination. Show your workings.,"x=-1,y=-2"
FALSE,4,FALSE,01JEQCJ692BTH8TF0SWQEMADCN,Can you provide practice problems on solving simultaneous equations using elimination?,Solve the simultaneous equations: \( 5x - 3y = 16 \) and \( 4x + 9y = 21 \).,"\(x=3.63,y=0.72\)"
TRUE,4,FALSE,01JEQCVF9EZAWN8MMSH0PJ3M2A,Can you provide practice problems on evaluating algebraic formulas?,"Given the formula \( z = \frac{m^2n}{p} \), evaluate \( z \) when \( m = -3 \), \( n = 2 \), and \( p = 6 \).",3
TRUE,4,FALSE,01JEQCVBSKQ2GF7HC358C6JH42,Could you give me some problems to practice solving simultaneous equations by elimination?,"Solve the simultaneous equations.

\[ 3x + 8y = -15 \]
\[ 5x - 4y = 7 \]

You must show your working.","x=-\frac{1}{13},y=-\frac{24}{13}"
TRUE,4,FALSE,01JEQCVN2GTRDW07Q670A16D2D,I need exercises involving evaluating algebraic expressions; can you help?,"You are given the formula \( z = c + \frac{d^2y}{m} \).\newline (i) Calculate \(z\) when \(c = 5\), \(d = 4\), \(y = -3\), and \(m = 2\). \newline (ii) Rearrange the formula to make \(y\) the subject.",-19(ii)
TRUE,4,FALSE,01JEQCVQ015M3AW2CQ5WP9XE2P,Where can I find practice questions on evaluating formulas?,"Given the formula \( x = c + \frac{dv^3}{m} \), evaluate \( x \) if \( c = 6 \), \( d = 2 \), \( v = -3 \), and \( m = 9 \).",0
TRUE,4,FALSE,01JEQCVWTQD9FVYWACHVD1T08Y,Do you have any sample questions on evaluating algebraic equations?,Simplify the expression \( \frac{8(a+2)^2}{9b} \div \frac{10(a+2)}{27b} \).,\(\frac{12(a+2)}{5}\)
TRUE,4,FALSE,01JEQCVWZYMDN0GG4QPMSQQ6ZQ,Could you give me some problems to practice evaluating algebraic formulas?,"Given the formula:
\[ z = c + \frac{dv^3}{m} \]
Evaluate \( z \) when \( c = 3 \), \( d = 4 \), \( v = -3 \), and \( m = 6 \).",-15
TRUE,4,TRUE,01JEQCWC81XXX3GYWR4R612WPW,Do you have any sample questions on multiplying two matrices?,"Let matrices \( A \) and \( B \) be given by:
\[ A = \begin{bmatrix} 4 & 1 \\ 5 & 2 \end{bmatrix}, \quad B = \begin{bmatrix} 6 & 3 \\ 7 & 4 \end{bmatrix}. \]
Calculate the matrix product \( C = AB \) and find the resulting matrix.",\(C=\begin{bmatrix}31&16\\44&23\end{bmatrix}\)
TRUE,4,TRUE,01JEQCWB94EK6TPMMTF08HR2M3,I need some exercises involving matrix multiplication; can you help?,"Calculate the matrix product \( C = DE \), where \( D \) and \( E \) are the following matrices:
\[
D = \begin{bmatrix} 2 & 1 \\ 4 & 3 \end{bmatrix}, \quad E = \begin{bmatrix} 5 & 0 \\ 6 & 1 \end{bmatrix}. 
\]",\(\begin{bmatrix}16&1\\38&3\end{bmatrix}\)
TRUE,4,TRUE,01JEQCWC4QNTA61EQAT1YTGNZT,Where can I find practice questions on multiplication of matrices?,"Evaluate the product of matrices \( C = DE \), where \( D \) and \( E \) are given matrices:
\[ D = \begin{bmatrix} 4 & -1 \\ 2 & 3 \end{bmatrix}, \quad E = \begin{bmatrix} 5 & 0 \\ -2 & 4 \end{bmatrix}. \]
Find the resulting matrix \( C \).",\(C=\begin{bmatrix}22&-4\\4&12\end{bmatrix}\)
TRUE,4,TRUE,01JEQCW8VBPYTECAAJE8YWK2KQ,Can you provide practice problems on multiplying two matrices?,"Calculate the product of matrices \( C \) and \( D \), where \( C \) and \( D \) are given as follows:

\[ C = \begin{bmatrix} 2 & 1 & 3 \\ 0 & 4 & 5 \end{bmatrix}, \quad D = \begin{bmatrix} 1 & 2 \\ 3 & 0 \\ 5 & -1 \end{bmatrix}. \]",\(E=\begin{bmatrix}24&1\\35&-4\end{bmatrix}\)
TRUE,4,TRUE,01JEQCWTMVFCQAKGRZKXZKMF34,Could you give me some problems to practice matrix multiplication?,"Let us consider two matrices \( A \) and \( B \) given by:

\[
A = \begin{bmatrix} 4 & 5 \\ 6 & 7 \end{bmatrix}, \quad B = \begin{bmatrix} 1 & 2 \\ 3 & 4 \end{bmatrix}. 
\]

Calculate the product of the matrices \( C = AB \).",\(C=\begin{bmatrix}19&28\\27&40\end{bmatrix}\)
TRUE,4,TRUE,01JEQCWX1F3V88KSFNR3SZKMQC,"I need exercises involving calculating mean, median, and mode; can you help?","A teacher has recorded the heights (in cm) of six students in a classroom as follows: 150, 152, 155, 155, 157, and 158. The mode of these heights is 155, the median is 155, and the mean is 154.5. If another student joins the class and his height is 160 cm, determine the new mean, median, and mode of the heights.","Mean=155.3,Median=155,Mode=155."
TRUE,4,TRUE,01JEQCWVRWH0NHHDSJJE0TDPGC,"Can you provide practice problems on finding the mean, median, and mode?","Tristen has chosen five different letters for a word puzzle. The median letter, in any chosen alphabetical order, is G. The most frequently chosen letter appears twice, and it's F. The average (mean) letter position is 8.4, and the range is 7 positions. Identify the five letters.","E,F,F,G,L"
TRUE,4,TRUE,01JEQCX8CV0N3RJYZGVK02HAT5,"Do you have any sample questions on finding mean, median, and mode?","A scientist records the heights of five different plant species. The heights in centimeters are as follows: 15, 18, 18, 22, and 25. 

Calculate the mean, median, and mode of the plant heights.","Mean:19.6cm,Median:18cm,Mode:18cm."
TRUE,4,TRUE,01JEQCWZ9EVYMK9J2KM594CXW7,"Where can I find practice questions on mean, median, and mode?","Alice has recorded the number of books read by five students over a month. The median number of books is 6, the mode is 5, and the mean is 7. The range of the numbers is 8. \[ \text{Determine the five numbers.} \]","3,5,5,6,11"
TRUE,4,TRUE,01JEQCXG2VNARB733XEJHT9JKD,"Could you give me some problems to practice calculating mean, median, and mode?","Julia has written six positive integers.
The median of these numbers is 9, the mode is 6, and the mean is 10.
The range of these numbers is 15.
Find the six numbers.","6,6,9,9,9,21"
TRUE,4,TRUE,01JEQCY6196SMG6Z5J9V7720PM,Can you provide practice problems on applying angle properties of circles?,"In the diagram, points \( A, B, C, \) and \( D \) lie on a circle with center \( O \). Line \( AC \) is the diameter of the circle, and \( B \) is a point on the circle such that \( \angle ACB = 90^\circ \). If \( \angle ADB = 48^\circ \) and \( \angle DBC = 30^\circ \), find \( \angle ABD \).",102^\circ
TRUE,4,TRUE,01JEQCY61981RW3KKSNVSDH6Y2,I need exercises involving angle properties in circle geometry; can you help?,"In the diagram, \( P, Q, R, \) and \( S \) are points on a circle with center \( O \). The line \( PQ \) is a tangent to the circle at \( P \). Given that \( \angle POR = 152^\circ \) and \( \angle PRQ = 46^\circ \), find \( \angle QRP \).",76^\circ
TRUE,4,TRUE,01JEQCYCQ3AWVPA9TX5ANQ7D20,Where can I find practice questions on angles in circles?,"In the diagram, points \( E, F, G, \) and \( H \) lie on a circle with center \( O \). The lines \( EG \) and \( FH \) are diameters of the circle. If angle \( \angle EOF = 54^\circ \), find the value of angle \( \angle EHF \).",27^\circ
TRUE,4,TRUE,01JEQCYFBMVQFGS3X5HVJ218FS,Do you have any sample questions on angle properties of circles?,"In the diagram, points \( W, X, Y, \text{ and } Z \) lie on a circle with center \( O \). The line \( WY \) cuts the circle at points \( W \) and \( Z \), with \( WX \) being a tangent to the circle at \( W \). Given that \( \angle WOX = 110^\circ \) and \( \angle WYZ = 30^\circ \), find \( \angle WZX \).",55^\circ
